date,open,high,low,close,volume
7/24/1987,0.2081,0.2112,0.2075,0.2091,122586
7/27/1987,0.2091,0.2118,0.2059,0.2118,88780
7/28/1987,0.2128,0.216,0.2106,0.2112,80996
7/29/1987,0.2113,0.2118,0.2075,0.2107,58759
7/30/1987,0.2107,0.2107,0.2038,0.2059,117928
7/31/1987,0.2049,0.2049,0.1953,0.1996,396265
8/3/1987,0.1996,0.2006,0.1937,0.1948,247016
8/4/1987,0.1948,0.199,0.1948,0.199,286731
8/5/1987,0.1996,0.2091,0.199,0.2065,448405
8/6/1987,0.2069,0.2157,0.2069,0.2144,323831
8/7/1987,0.2144,0.2218,0.2138,0.2197,362988
8/10/1987,0.2202,0.2207,0.2176,0.2197,119814
8/11/1987,0.2208,0.2219,0.2145,0.2155,145542
8/12/1987,0.2155,0.216,0.2123,0.2123,89946
8/13/1987,0.2122,0.2218,0.2122,0.2186,171163
8/14/1987,0.2186,0.2202,0.2176,0.2197,107894
8/17/1987,0.2197,0.2213,0.2186,0.2213,71464
8/18/1987,0.2197,0.2208,0.2155,0.2176,99659
8/19/1987,0.2176,0.2182,0.2134,0.2176,103817
8/20/1987,0.2176,0.2245,0.2176,0.2235,174214
8/21/1987,0.2229,0.2298,0.2229,0.2271,146408
8/24/1987,0.2271,0.2383,0.2239,0.2372,207489
8/25/1987,0.2394,0.2479,0.2368,0.2436,394811
8/26/1987,0.2436,0.2505,0.2426,0.2452,242265
8/27/1987,0.2451,0.2467,0.2425,0.2457,153754
8/28/1987,0.2463,0.2574,0.2463,0.2553,243743
8/31/1987,0.2542,0.2553,0.2479,0.2521,179032
9/1/1987,0.2505,0.2521,0.24,0.241,199294
9/2/1987,0.2388,0.2447,0.2383,0.2441,166401
9/3/1987,0.2468,0.25,0.2415,0.2447,150599
9/4/1987,0.2447,0.2452,0.2372,0.2378,102666
9/8/1987,0.2372,0.2377,0.2298,0.2367,204484
9/9/1987,0.2378,0.242,0.2368,0.2394,128903
9/10/1987,0.2404,0.2457,0.2399,0.2431,123507
9/11/1987,0.2431,0.2474,0.242,0.2468,87138
9/14/1987,0.2473,0.2548,0.2473,0.2532,200554
9/15/1987,0.2537,0.2537,0.2468,0.2503,82924
9/16/1987,0.2505,0.2548,0.2479,0.2479,122544
9/17/1987,0.2484,0.2495,0.2415,0.2463,147425
9/18/1987,0.2462,0.2462,0.242,0.2441,67184
9/21/1987,0.2271,0.243,0.225,0.2271,363166
9/22/1987,0.2271,0.2452,0.2251,0.2431,348203
9/23/1987,0.2452,0.2564,0.2452,0.2558,457249
9/24/1987,0.2547,0.2685,0.2547,0.26,502808
9/25/1987,0.2612,0.276,0.2601,0.2633,350129
9/28/1987,0.2633,0.277,0.2622,0.2717,405655
9/29/1987,0.2738,0.277,0.2701,0.2728,243759
9/30/1987,0.2717,0.2829,0.2717,0.2813,363768
10/1/1987,0.2814,0.2919,0.2803,0.2909,540265
10/2/1987,0.293,0.3089,0.2919,0.3079,559039
10/5/1987,0.312,0.3354,0.312,0.3354,782559
10/6/1987,0.3355,0.3365,0.3116,0.3132,862187
10/7/1987,0.3142,0.3195,0.3035,0.3099,533403
10/8/1987,0.311,0.3152,0.2951,0.3057,411594
10/9/1987,0.3068,0.3196,0.3047,0.3047,398675
10/12/1987,0.3057,0.31,0.293,0.3036,497612
10/13/1987,0.3067,0.3142,0.3015,0.311,411010
10/14/1987,0.311,0.3174,0.3004,0.3025,484929
10/15/1987,0.2994,0.3089,0.2973,0.2994,547065
10/16/1987,0.2994,0.3164,0.2729,0.275,892795
10/19/1987,0.2611,0.2696,0.1911,0.1921,623622
10/20/1987,0.1953,0.2208,0.1826,0.2038,1375742
10/21/1987,0.2197,0.2569,0.2123,0.2404,1112737
10/22/1987,0.241,0.2463,0.2166,0.2261,947688
10/23/1987,0.2229,0.2251,0.2017,0.2049,478818
10/26/1987,0.1975,0.2038,0.1582,0.1667,629864
10/27/1987,0.1731,0.1826,0.1667,0.1752,996736
10/28/1987,0.1699,0.1805,0.1635,0.1752,635954
10/29/1987,0.1751,0.2069,0.1751,0.2027,709083
10/30/1987,0.2112,0.2218,0.2059,0.2112,715184
11/2/1987,0.2091,0.2166,0.2059,0.2134,359967
11/3/1987,0.2091,0.2123,0.1858,0.2038,493188
